 "nmvw_actor" , "n_bb_object" ,
 "https://hdl.handle.net/20.500.11840/pi1610" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1611" , "13" ,
 "https://hdl.handle.net/20.500.11840/pi1612" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1615" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi1616" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi1617" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi1621" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi1624" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1629" , "8" ,
 "https://hdl.handle.net/20.500.11840/pi1630" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1631" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1632" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1635" , "36" ,
 "https://hdl.handle.net/20.500.11840/pi1637" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi1638" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi1639" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi1641" , "234" ,
 "https://hdl.handle.net/20.500.11840/pi1642" , "234" ,
 "https://hdl.handle.net/20.500.11840/pi1644" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1645" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1646" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1676" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1682" , "30" ,
 "https://hdl.handle.net/20.500.11840/pi1709" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1723" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi1724" , "155" ,
 "https://hdl.handle.net/20.500.11840/pi1725" , "155" ,
 "https://hdl.handle.net/20.500.11840/pi1727" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1728" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1729" , "73" ,
 "https://hdl.handle.net/20.500.11840/pi1731" , "29" ,
 "https://hdl.handle.net/20.500.11840/pi1735" , "29" ,
 "https://hdl.handle.net/20.500.11840/pi1736" , "10" ,
 "https://hdl.handle.net/20.500.11840/pi1737" , "10" ,
 "https://hdl.handle.net/20.500.11840/pi1764" , "19" ,
 "https://hdl.handle.net/20.500.11840/pi1766" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1768" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi1772" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1775" , "78" ,
 "https://hdl.handle.net/20.500.11840/pi1776" , "78" ,
 "https://hdl.handle.net/20.500.11840/pi1777" , "78" ,
 "https://hdl.handle.net/20.500.11840/pi1778" , "78" ,
 "https://hdl.handle.net/20.500.11840/pi1784" , "15" ,
 "https://hdl.handle.net/20.500.11840/pi1786" , "15" ,
 "https://hdl.handle.net/20.500.11840/pi1789" , "48" ,
 "https://hdl.handle.net/20.500.11840/pi1790" , "48" ,
 "https://hdl.handle.net/20.500.11840/pi1797" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1807" , "144" ,
 "https://hdl.handle.net/20.500.11840/pi1808" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1810" , "44" ,
 "https://hdl.handle.net/20.500.11840/pi1811" , "44" ,
 "https://hdl.handle.net/20.500.11840/pi1814" , "45" ,
 "https://hdl.handle.net/20.500.11840/pi1824" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi1825" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1841" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1848" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1853" , "214" ,
 "https://hdl.handle.net/20.500.11840/pi1857" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1865" , "132" ,
 "https://hdl.handle.net/20.500.11840/pi1866" , "132" ,
 "https://hdl.handle.net/20.500.11840/pi1867" , "132" ,
 "https://hdl.handle.net/20.500.11840/pi1871" , "41" ,
 "https://hdl.handle.net/20.500.11840/pi1872" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1875" , "243" ,
 "https://hdl.handle.net/20.500.11840/pi1877" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi1886" , "196" ,
 "https://hdl.handle.net/20.500.11840/pi1890" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1892" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1893" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1894" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1895" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1896" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1897" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1898" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1899" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1900" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1901" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1903" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1905" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1906" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1913" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1914" , "18" ,
 "https://hdl.handle.net/20.500.11840/pi1915" , "18" ,
 "https://hdl.handle.net/20.500.11840/pi1916" , "18" ,
 "https://hdl.handle.net/20.500.11840/pi1917" , "18" ,
 "https://hdl.handle.net/20.500.11840/pi1918" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1925" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1926" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi1935" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi1941" , "14" ,
 "https://hdl.handle.net/20.500.11840/pi1946" , "101" ,
 "https://hdl.handle.net/20.500.11840/pi1947" , "101" ,
 "https://hdl.handle.net/20.500.11840/pi1948" , "101" ,
 "https://hdl.handle.net/20.500.11840/pi1949" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1950" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1951" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1953" , "37" ,
 "https://hdl.handle.net/20.500.11840/pi1957" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi1964" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1967" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi1977" , "41" ,
 "https://hdl.handle.net/20.500.11840/pi1978" , "76" ,
 "https://hdl.handle.net/20.500.11840/pi1979" , "76" ,
 "https://hdl.handle.net/20.500.11840/pi1983" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1984" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi1992" , "5" ,
 "https://hdl.handle.net/20.500.11840/pi1993" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi1994" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi1999" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2000" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2001" , "25" ,
 "https://hdl.handle.net/20.500.11840/pi2007" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi2009" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi2017" , "69" ,
 "https://hdl.handle.net/20.500.11840/pi2018" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2019" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2020" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2023" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2026" , "95" ,
 "https://hdl.handle.net/20.500.11840/pi2027" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi2029" , "22" ,
 "https://hdl.handle.net/20.500.11840/pi2031" , "192" ,
 "https://hdl.handle.net/20.500.11840/pi2033" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi2035" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi2037" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2040" , "5" ,
 "https://hdl.handle.net/20.500.11840/pi2041" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi2043" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi2045" , "105" ,
 "https://hdl.handle.net/20.500.11840/pi20501" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi20506" , "5" ,
 "https://hdl.handle.net/20.500.11840/pi20517" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi20526" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi20529" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2054" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20553" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi20562" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20567" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi2057" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20581" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi2059" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi20594" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi20598" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi20605" , "179" ,
 "https://hdl.handle.net/20.500.11840/pi20606" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi2061" , "7" ,
 "https://hdl.handle.net/20.500.11840/pi2062" , "316" ,
 "https://hdl.handle.net/20.500.11840/pi2063" , "316" ,
 "https://hdl.handle.net/20.500.11840/pi20638" , "263" ,
 "https://hdl.handle.net/20.500.11840/pi2064" , "49" ,
 "https://hdl.handle.net/20.500.11840/pi20642" , "12" ,
 "https://hdl.handle.net/20.500.11840/pi2065" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20653" , "12" ,
 "https://hdl.handle.net/20.500.11840/pi20654" , "7" ,
 "https://hdl.handle.net/20.500.11840/pi20664" , "40" ,
 "https://hdl.handle.net/20.500.11840/pi20665" , "157" ,
 "https://hdl.handle.net/20.500.11840/pi2067" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20678" , "30" ,
 "https://hdl.handle.net/20.500.11840/pi20681" , "35" ,
 "https://hdl.handle.net/20.500.11840/pi20685" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20687" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi20688" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi20710" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi20711" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20714" , "84" ,
 "https://hdl.handle.net/20.500.11840/pi20720" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi20733" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20740" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi20748" , "41" ,
 "https://hdl.handle.net/20.500.11840/pi20754" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi20755" , "55" ,
 "https://hdl.handle.net/20.500.11840/pi20759" , "67" ,
 "https://hdl.handle.net/20.500.11840/pi20768" , "59" ,
 "https://hdl.handle.net/20.500.11840/pi2077" , "157" ,
 "https://hdl.handle.net/20.500.11840/pi20777" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20782" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20785" , "19" ,
 "https://hdl.handle.net/20.500.11840/pi20786" , "56" ,
 "https://hdl.handle.net/20.500.11840/pi20788" , "238" ,
 "https://hdl.handle.net/20.500.11840/pi20800" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20815" , "39" ,
 "https://hdl.handle.net/20.500.11840/pi20837" , "5" ,
 "https://hdl.handle.net/20.500.11840/pi2085" , "174" ,
 "https://hdl.handle.net/20.500.11840/pi20857" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi20859" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi2086" , "174" ,
 "https://hdl.handle.net/20.500.11840/pi20867" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi20889" , "61" ,
 "https://hdl.handle.net/20.500.11840/pi2089" , "7" ,
 "https://hdl.handle.net/20.500.11840/pi20890" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi20891" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20893" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20898" , "25" ,
 "https://hdl.handle.net/20.500.11840/pi20899" , "232" ,
 "https://hdl.handle.net/20.500.11840/pi20902" , "54" ,
 "https://hdl.handle.net/20.500.11840/pi20905" , "69" ,
 "https://hdl.handle.net/20.500.11840/pi20906" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi20909" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi20910" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi20913" , "100" ,
 "https://hdl.handle.net/20.500.11840/pi20919" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2093" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi20931" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi20932" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi20941" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi20945" , "228" ,
 "https://hdl.handle.net/20.500.11840/pi20946" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20959" , "10" ,
 "https://hdl.handle.net/20.500.11840/pi2096" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi20963" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi20965" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi20974" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi20981" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi2099" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi20993" , "122" ,
 "https://hdl.handle.net/20.500.11840/pi21003" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi21011" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21014" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21015" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21018" , "106" ,
 "https://hdl.handle.net/20.500.11840/pi21019" , "49" ,
 "https://hdl.handle.net/20.500.11840/pi2102" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi21024" , "15" ,
 "https://hdl.handle.net/20.500.11840/pi21027" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi2103" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi21035" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi2104" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21047" , "132" ,
 "https://hdl.handle.net/20.500.11840/pi21054" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21058" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21060" , "10" ,
 "https://hdl.handle.net/20.500.11840/pi21062" , "99" ,
 "https://hdl.handle.net/20.500.11840/pi21071" , "47" ,
 "https://hdl.handle.net/20.500.11840/pi21072" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi21084" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi21087" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21089" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21094" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21096" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21099" , "78" ,
 "https://hdl.handle.net/20.500.11840/pi21101" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi21105" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi21108" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi21115" , "155" ,
 "https://hdl.handle.net/20.500.11840/pi21121" , "18" ,
 "https://hdl.handle.net/20.500.11840/pi21124" , "15" ,
 "https://hdl.handle.net/20.500.11840/pi21129" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi21130" , "105" ,
 "https://hdl.handle.net/20.500.11840/pi21134" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi2114" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21148" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi2115" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21151" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21152" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21155" , "27" ,
 "https://hdl.handle.net/20.500.11840/pi21158" , "55" ,
 "https://hdl.handle.net/20.500.11840/pi21165" , "398" ,
 "https://hdl.handle.net/20.500.11840/pi21167" , "13" ,
 "https://hdl.handle.net/20.500.11840/pi21174" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi21182" , "15" ,
 "https://hdl.handle.net/20.500.11840/pi21185" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21186" , "11" ,
 "https://hdl.handle.net/20.500.11840/pi21191" , "5" ,
 "https://hdl.handle.net/20.500.11840/pi21194" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi21198" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21204" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21215" , "18" ,
 "https://hdl.handle.net/20.500.11840/pi2122" , "16" ,
 "https://hdl.handle.net/20.500.11840/pi21220" , "6" ,
 "https://hdl.handle.net/20.500.11840/pi21227" , "51" ,
 "https://hdl.handle.net/20.500.11840/pi2123" , "16" ,
 "https://hdl.handle.net/20.500.11840/pi21230" , "43" ,
 "https://hdl.handle.net/20.500.11840/pi21238" , "13" ,
 "https://hdl.handle.net/20.500.11840/pi2124" , "16" ,
 "https://hdl.handle.net/20.500.11840/pi2125" , "16" ,
 "https://hdl.handle.net/20.500.11840/pi2126" , "16" ,
 "https://hdl.handle.net/20.500.11840/pi21262" , "17" ,
 "https://hdl.handle.net/20.500.11840/pi21264" , "113" ,
 "https://hdl.handle.net/20.500.11840/pi21269" , "194" ,
 "https://hdl.handle.net/20.500.11840/pi21272" , "3" ,
 "https://hdl.handle.net/20.500.11840/pi21276" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi21282" , "20" ,
 "https://hdl.handle.net/20.500.11840/pi21283" , "5" ,
 "https://hdl.handle.net/20.500.11840/pi21295" , "2" ,
 "https://hdl.handle.net/20.500.11840/pi21296" , "105" ,
 "https://hdl.handle.net/20.500.11840/pi21299" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21308" , "4" ,
 "https://hdl.handle.net/20.500.11840/pi21312" , "1" ,
 "https://hdl.handle.net/20.500.11840/pi21322" , "29" ,
 "https://hdl.handle.net/20.500.11840/pi21325" , "9" ,
 "https://hdl.handle.net/20.500.11840/pi21327" , "12" ,
